CaseNumber,Location,Reported Date,Month,Year,Offense Desc,Statute Code,Statute Desc,Counts,Reporting Officer
2024-00501471,0 Block WEYBOSSET ST,08/27/2024 06:21:53 AM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501472,0 Block MESSER ST,08/27/2024 07:10:36 AM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField
2024-00501475,100 Block CHESTNUT ST,08/27/2024 04:48:11 PM,8,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,NField
2024-00501477,200 Block 8TH ST,08/27/2024 10:15:14 PM,8,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,NField
2024-00501479,0 Block PRESTON ST,08/28/2024 12:47:30 PM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00501481,200 Block WESTMINSTER ST,08/28/2024 02:12:56 PM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00501482,0 Block ORIOLE AVE,08/28/2024 03:10:04 PM,8,2024,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,NField
2024-00501483,100 Block SINCLAIR AVE,08/28/2024 03:49:01 PM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00501488,0 Block RADCLIFFE AVE,08/29/2024 10:16:50 AM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00071661,800 Block EDDY ST,08/30/2024 07:18:00 PM,8,2024,Burglary,11-8-1.1,ATTEMPTED BREAKING AND ENTERING,1,DHernandez Martinez
2024-00071661,800 Block EDDY ST,08/30/2024 07:18:00 PM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,DHernandez Martinez
2024-00071661,800 Block EDDY ST,08/30/2024 07:18:00 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,DHernandez Martinez
2024-00071860,200 Block MANTON AVE,08/31/2024 11:08:00 AM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,LQuinilla
2024-00071877,100 Block MESSER ST,08/31/2024 12:52:00 PM,8,2024,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,DSepe
2024-00071978,FARMINGTON AVE  &  DYER AVE,08/31/2024 07:16:00 PM,8,2024,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,TJones
2024-00072078,100 Block HUXLEY AVE,08/31/2024 11:42:00 PM,8,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,ESoloman
2024-00072234,100 Block DELAINE ST,09/01/2024 10:15:00 AM,9,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,LQuinilla
2024-00072259,100 Block GALLUP ST,09/01/2024 12:50:00 PM,9,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,HVentura
2024-00072517,ALTHEA ST @ SORRENTO ST,09/02/2024 04:31:00 AM,9,2024,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,BMacedo
2024-00072517,ALTHEA ST @ SORRENTO ST,09/02/2024 04:31:00 AM,9,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,BMacedo
2024-00071357,0 Block SUTTON,08/29/2024 09:02:41 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,TCargill
2024-00501496,0 Block WHELAN RD,09/03/2024 07:49:09 AM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,MTroia
2024-00501492,0 Block CENTRAL ST,09/03/2024 11:48:02 AM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia
2024-00501491,0 Block SUNSET AVE,09/03/2024 12:28:56 PM,9,2024,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,MTroia
2024-00501499,300 Block WESTMINSTER ST,09/03/2024 05:47:36 PM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,MTroia
2024-00501500,100 Block CEDAR ST,09/03/2024 07:23:56 PM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,MTroia
2024-00073093,1200 Block CHALKSTONE AVE,09/04/2024 02:55:00 AM,9,2024,Burglary,11-8-2.2,B&E OF DWELLING WHEN RESIDENT HOME,1,GSans-Souci
2024-00073093,1200 Block CHALKSTONE AVE,09/04/2024 02:55:00 AM,9,2024,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,GSans-Souci
2024-00073093,1200 Block CHALKSTONE AVE,09/04/2024 02:55:00 AM,9,2024,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,GSans-Souci
2024-00073588,0 Block PENN ST,09/05/2024 05:22:00 PM,9,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,NAyala
2024-00073588,0 Block PENN ST,09/05/2024 05:22:00 PM,9,2024,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,NAyala
2024-00073876,300 Block KILLINGLY ST,09/06/2024 03:18:58 PM,9,2024,Motor Vehicle Theft,11-41-1,LARCENY/O $11000 - AUTO THEFT,1,AMitura
2024-00073993,100 Block FORD ST,09/06/2024 10:36:00 PM,9,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,BMacedo
2024-00073993,100 Block FORD ST,09/06/2024 10:36:00 PM,9,2024,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,BMacedo
2024-00073993,100 Block FORD ST,09/06/2024 10:36:00 PM,9,2024,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,BMacedo
2024-00074162,200 Block THURBERS AVE APT 2 B,09/07/2024 11:44:44 AM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,WPognon
2024-00501501,0 Block SUTTON AVE,09/01/2024 01:59:16 AM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia
2024-00501502,0 Block TERRACE AVE,09/01/2024 12:20:09 PM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia
2024-00501503,0 Block NETOP DR,09/01/2024 01:40:40 PM,9,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,MTroia
2024-00501504,0 Block CHAPIN AVE,09/01/2024 07:21:52 PM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,MTroia
2024-00501505,800 Block PLAINFIELD ST,09/02/2024 07:17:18 AM,9,2024,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,MTroia
2024-00501508,800 Block PLAINFIELD ST,09/02/2024 10:26:56 AM,9,2024,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,MTroia
2024-00501507,100 Block PETTEYS AVE,09/02/2024 09:22:40 AM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia
2024-00501510,0 Block RIDGEWAY AVE,09/02/2024 02:48:08 PM,9,2024,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,MTroia
2024-00501515,0 Block MELISSA ST,09/02/2024 09:27:32 PM,9,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,MTroia
2024-00501517,0 Block MANTON AVE,09/03/2024 08:41:00 PM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,MTroia
2024-00501520,0 Block VERNON ST,09/04/2024 11:31:04 AM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,MTroia
2024-00501521,0 Block EXCHANGE TERRACE,09/04/2024 02:32:40 PM,9,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,MTroia
2024-00501522,0 Block SIMS AVE,09/04/2024 02:38:52 PM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,MTroia
2024-00501523,0 Block ATLANTIC AVE,09/04/2024 02:47:22 PM,9,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,MTroia
2024-00501525,100 Block THAYER ST,09/04/2024 10:50:31 PM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,MTroia
2024-00501526,100 Block ATLANTIC AVE,09/05/2024 04:21:22 AM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,MTroia
2024-00501527,100 Block PORTER,09/05/2024 07:05:40 AM,9,2024,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,MTroia
2024-00501528,500 Block ELMWOOD AVE,09/05/2024 07:29:43 AM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,MTroia
2024-00501587,500 Block ELMWOOD AVE,09/11/2024 10:53:12 AM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00501763,500 Block ELMWOOD AVE,10/03/2024 02:34:36 PM,10,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00501765,500 Block ELMWOOD AVE,10/04/2024 08:40:29 AM,10,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00501776,500 Block ELMWOOD AVE,10/06/2024 08:38:44 AM,10,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00501817,500 Block ELMWOOD AVE,10/13/2024 08:04:00 AM,10,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,JLopes
2024-00501532,100 Block GLENBRIDGE AVE,09/05/2024 11:45:40 AM,9,2024,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,MTroia
2024-00501530,0 Block FLORA ST,09/05/2024 04:12:30 PM,9,2024,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,MTroia
2024-00501555,200 Block AMHERSET ST,09/05/2024 03:24:10 PM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,MTroia
2024-00501535,0 Block DUNCAN AVE,09/06/2024 08:38:09 AM,9,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,MTroia
2024-00501552,0 Block BRIGHTON ST,09/06/2024 09:02:22 AM,9,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,MTroia
2024-00501551,0 Block DUNCAN AVE,09/06/2024 10:29:38 AM,9,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,MTroia
2024-00501550,200 Block BOWEN ST,09/06/2024 01:58:18 PM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,MTroia
2024-00501548,0 Block WHELAN RD,09/06/2024 03:53:54 PM,9,2024,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,MTroia
2024-00501543,0 Block TYNDALL AVE,09/07/2024 07:25:51 AM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia
2024-00501541,0 Block AVON,09/07/2024 09:06:58 AM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia
2024-00501540,0 Block TYNDALL AVE,09/07/2024 11:51:57 AM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia
2024-00501539,200 Block ORMS ST,09/07/2024 02:42:24 PM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia
2024-00501536,LENOX AVE,09/08/2024 07:24:46 AM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia
2024-00501549,100 Block MELROSE ST,09/08/2024 07:44:12 AM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia
2024-00074784,200 Block NARRAGANSETT AVE,09/09/2024 09:41:00 AM,9,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2024-00074994,300 Block PLAINFIELD ST,09/09/2024 09:07:00 PM,9,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,MFigueroa
2024-00074994,300 Block PLAINFIELD ST,09/09/2024 09:07:00 PM,9,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,MFigueroa
2024-00501545,0 Block SUMTER STREET ST,09/08/2024 07:41:52 AM,9,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,MTroia
2024-00501556,200 Block WEYBOSSET,09/08/2024 11:56:18 AM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00501558,0 Block BRADFORD ST,09/08/2024 10:33:36 PM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00501559,0 Block HEWITT ST,09/09/2024 07:29:10 AM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501560,0 Block GARFIELD AVE,09/09/2024 07:52:32 AM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501561,0 Block GARFIELD AVE,09/09/2024 08:00:19 AM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501562,700 Block CRANSTON ST,09/09/2024 08:17:12 AM,9,2024,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,NField
2024-00501860,700 Block CRANSTON ST,10/18/2024 11:00:12 AM,10,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,MTroia
2024-00501563,0 Block COURTLAND ST ST,09/09/2024 08:47:20 AM,9,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,NField
2024-00501564,0 Block GARFIELD AVE,09/09/2024 09:09:44 AM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501565,0 Block GARFIELD AVE,09/09/2024 09:18:47 AM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501566,100 Block CORLISS ST,09/09/2024 09:18:57 AM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00501572,0 Block MESSER ST,09/09/2024 05:27:01 PM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField
2024-00501573,100 Block FRANCIS ST,09/09/2024 05:33:50 PM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00501574,100 Block PRINCETON AVE,09/09/2024 07:55:49 PM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField
2024-00501575,MT PLEASANT AVE,09/09/2024 09:20:59 PM,9,2024,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,NField
2024-00501577,0 Block AMY ST,09/10/2024 09:27:35 AM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501578,300 Block GARFIELD AVE,09/10/2024 09:37:22 AM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501580,0 Block WYNDHAM AVE,09/10/2024 02:43:09 PM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField
2024-00501581,0 Block CORLISS,09/10/2024 06:17:50 PM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00501582,0 Block GENEVA,09/10/2024 06:50:30 PM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501583,0 Block SUMMIT AVE,09/11/2024 03:12:26 AM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00501584,0 Block EAGLE ST,09/11/2024 06:55:57 AM,9,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,NField
2024-00501586,0 Block ELMDALE AVE,09/11/2024 09:29:07 AM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00501588,700 Block DOUGLAS AVE,09/11/2024 11:48:37 AM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField
2024-00075741,600 Block SMITH ST,09/12/2024 06:30:41 AM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JDennis
2024-00075741,600 Block SMITH ST,09/12/2024 06:30:41 AM,9,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,JDennis
2024-00075758,500 Block PRAIRIE AVE,09/12/2024 08:17:00 AM,9,2024,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,1,MRousseau
2024-00501579,0 Block RAYMOND ST,09/10/2024 10:58:11 AM,9,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,NField
2024-00075747,0 Block RADCLIFF AVE,09/12/2024 07:38:39 AM,9,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,AMendez
2024-00075747,0 Block RADCLIFF AVE,09/12/2024 07:38:39 AM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,AMendez
2024-00501593,0 Block GARFIELD AVE,09/12/2024 08:11:51 AM,9,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,NField
2024-00501594,0 Block PEMBROKE AVE,09/12/2024 10:06:22 AM,9,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,NField
2024-00501595,0 Block RADCLIFFE AVE,09/12/2024 11:56:36 AM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501596,400 Block BROADWAY,09/12/2024 04:26:07 PM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00501597,0 Block PINEHURST,09/12/2024 04:48:22 PM,9,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,NField
2024-00501599,900 Block BROAD ST,09/12/2024 05:34:34 PM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00501672,900 Block BROAD ST,09/21/2024 04:16:05 PM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00501652,900 Block BROAD ST,09/19/2024 04:48:36 PM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00501848,900 Block BROAD ST,10/17/2024 12:24:32 PM,10,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,MTroia
2024-00501815,900 Block BROAD ST,10/11/2024 07:56:16 PM,10,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,JLopes
2024-00501816,900 Block BROAD ST,10/12/2024 02:46:07 PM,10,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,JLopes
2024-00501822,900 Block BROAD ST,10/17/2024 08:36:55 AM,10,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,JLopes
2024-00501800,900 Block BROAD ST,10/10/2024 03:16:33 PM,10,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,MTroia
2024-00501601,0 Block PROVIDENCE PL,09/12/2024 10:23:41 PM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00076142,0 Block TYNDALL AVE,09/13/2024 11:07:11 AM,9,2024,Burglary,11-8-2.2,B&E OF DWELLING WHEN RESIDENT HOME,1,AMendez
2024-00076437,0 Block MARCH ST,09/14/2024 07:06:26 AM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,CFranco
2024-00076466,0 Block NETOP DR,09/14/2024 11:25:45 AM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,OCastro
2024-00076466,0 Block NETOP DR,09/14/2024 11:25:45 AM,9,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,OCastro
2024-00501604,0 Block ZONE ST,09/13/2024 08:59:08 AM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia
2024-00501605,100 Block BROADWAY,09/13/2024 10:29:08 AM,9,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,MTroia
2024-00501609,AFRICA ST,09/13/2024 02:58:34 PM,9,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,MTroia
2024-00501610,PINE ST,09/13/2024 04:06:34 PM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia
2024-00501611,PINE ST,09/13/2024 04:22:09 PM,9,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,MTroia
2024-00501612,0 Block PEMBROKE AVE,09/13/2024 09:10:43 PM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia
2024-00501613,0 Block LEO AVE,09/14/2024 10:03:46 AM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia
2024-00501614,100 Block THURBERS AVE,09/14/2024 10:21:59 AM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,MTroia
2024-00501615,300 Block BENEFIT,09/14/2024 12:12:54 PM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia
2024-00501616,0 Block MEDWAY ST,09/14/2024 05:25:34 PM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,MTroia
2024-00076908,0 Block RICHTER ST,09/15/2024 03:27:00 PM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,IQuinn
2024-00076908,0 Block RICHTER ST,09/15/2024 03:27:00 PM,9,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,IQuinn
2024-00076992,0 Block PARKIS AVE,09/15/2024 07:46:12 PM,9,2024,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,MTueros
2024-00501570,1200 Block NORTH MAIN,09/09/2024 04:19:10 PM,9,2024,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,NField
2024-00077172,100 Block METROPOLITAIN AVE,09/16/2024 10:49:53 AM,9,2024,"Fraud, Swindle",19-9-29,BANK FRAUD,1,EPedchenko
2024-00077633,0 Block TECUMSEH ST,09/17/2024 09:16:23 PM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,STeran
2024-00077681,0 Block FREMONT ST,09/18/2024 12:26:00 AM,9,2024,Burglary,11-8-1,BURGLARY,1,GGenao
2024-00077680,0 Block SPICER ST,09/18/2024 12:27:52 AM,9,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,MAndrade
2024-00077680,0 Block SPICER ST,09/18/2024 12:27:52 AM,9,2024,RI Statute Violation,11-35-14,REFUSE/RELINQUISH TELEPHONE - W/O DMG,1,MAndrade
2024-00077680,0 Block SPICER ST,09/18/2024 12:27:52 AM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,MAndrade
2024-00078151,700 Block CAHIR ST,09/19/2024 12:04:00 PM,9,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2024-00078279,200 Block MANTON AVE,09/19/2024 08:25:28 PM,9,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,MKelley
2024-00078279,200 Block MANTON AVE,09/19/2024 08:25:28 PM,9,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,MKelley
2024-00501622,0 Block PEMBROKE AVE,09/16/2024 07:00:29 AM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501626,100 Block VALLEY ST,09/16/2024 05:03:15 PM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00501627,300 Block WESTMINSTER ST,09/16/2024 10:11:59 PM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501629,200 Block CARPENTER ST,09/17/2024 08:32:59 AM,9,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,NField
2024-00501630,0 Block AFRICA ST,09/17/2024 09:56:16 AM,9,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,NField
2024-00501631,0 Block HAROLD ST,09/17/2024 02:22:14 PM,9,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,NField
2024-00501632,100 Block LIPPITT ST,09/17/2024 02:33:49 PM,9,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,NField
2024-00501633,0 Block HAROLD ST,09/17/2024 02:34:02 PM,9,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,NField
2024-00501635,0 Block HUBER AVE,09/17/2024 04:49:41 PM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField
2024-00501636,0 Block LENNON ST,09/17/2024 06:10:31 PM,9,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,NField
2024-00501637,100 Block MEDWAY ST,09/17/2024 10:22:08 PM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField
2024-00501638,AVE,09/18/2024 04:31:33 AM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00501639,100 Block GREELEY ST,09/18/2024 09:36:36 AM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField
2024-00078839,0 Block PINEHURST AVE,09/21/2024 02:35:41 PM,9,2024,Burglary,11-8-1.1,ATTEMPTED BREAKING AND ENTERING,1,IQuinn
2024-00079040,600 Block ADMIRAL ST,09/22/2024 03:36:00 AM,9,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,RSavage
